id,task,stimulus,density,frequency,length,item,rt,log_rt,correct,NumID
L5,lexdec,word,high,low,5,hatch,1.641,.495305812107954,TRUE,21
L5,lexdec,word,high,low,6,dating,1.765,.56815069038526,TRUE,21
L5,lexdec,word,high,low,6,tipped,1.172,.158711691154821,TRUE,21
L5,lexdec,nonword,low,high,4,wefg,2.125,.75377180237638,TRUE,21
L5,lexdec,nonword,low,high,4,zoae,2.328,.845009529869191,TRUE,21
L5,lexdec,nonword,low,high,4,seqp,2.515,.922272803551703,TRUE,21
L5,lexdec,nonword,low,high,5,iogue,1.609,.475612868010246,TRUE,21
L5,lexdec,nonword,low,high,5,psems,2.109,.746213901496638,TRUE,21
L5,lexdec,nonword,low,high,5,phuph,2.063,.724161234089115,TRUE,21
L5,lexdec,nonword,low,high,6,jridge,3.25,1.17865499634165,TRUE,21
L5,lexdec,nonword,low,high,6,pganes,2.047,.716375306679153,TRUE,21
L5,lexdec,nonword,low,high,4,muwf,.625,-.470003629245736,TRUE,21
L5,lexdec,nonword,low,high,4,tauv,.86,-.150822889734584,TRUE,21
L5,lexdec,nonword,low,high,4,aerd,1.063,.0610950993598108,TRUE,21
L5,lexdec,nonword,low,high,5,rocis,.5,-.693147180559945,TRUE,21
L5,lexdec,nonword,low,high,5,stfte,1.359,.306749135169007,TRUE,21
L5,lexdec,nonword,low,high,6,mhurch,1.453,.373630384588146,TRUE,21
L5,lexdec,nonword,low,high,6,sjints,.657,-.420071260497527,TRUE,21
L5,lexdec,nonword,low,high,4,urae,1.109,.10345870836823,TRUE,21
L5,lexdec,nonword,low,high,4,zryf,.719,-.32989392126109,TRUE,21
L5,lexdec,nonword,low,high,4,nras,.812,-.208254938820459,TRUE,21
L5,lexdec,nonword,low,high,5,rogts,.938,-.0640053299759124,TRUE,21
L5,lexdec,nonword,low,high,5,yleak,.75,-.287682072451781,TRUE,21
L5,lexdec,nonword,low,high,6,snoqze,1.375,.318453731118535,TRUE,21
L5,lexdec,nonword,low,high,6,heeied,1.203,.184818436992542,TRUE,21
L5,lexdec,nonword,low,high,6,lulred,2.109,.746213901496638,TRUE,21
L5,lexdec,nonword,low,high,4,niys,.672,-.397496938458987,TRUE,21
L5,lexdec,nonword,low,high,4,sjiv,.922,-.0812100554255432,TRUE,21
L5,lexdec,nonword,low,high,4,oxbs,.766,-.266573109241546,TRUE,21
L5,lexdec,nonword,low,high,5,pjach,.734,-.309246250367621,TRUE,21
L5,lexdec,nonword,low,high,5,nocve,.766,-.266573109241546,TRUE,21
L5,lexdec,nonword,low,high,5,dyxes,.609,-.49593701127224,TRUE,21
L5,lexdec,nonword,low,high,6,reuged,1.625,.485507815781701,TRUE,21
L5,lexdec,nonword,low,high,6,eulged,1.093,.0889262091944015,TRUE,21
L5,lexdec,nonword,low,high,4,ioed,1.125,.117783035656383,TRUE,21
L5,lexdec,nonword,low,high,4,kexn,.797,-.226900600191922,TRUE,21
L5,lexdec,nonword,low,high,5,gfmfs,.641,-.444725822061467,TRUE,21
L5,lexdec,nonword,low,high,5,snohd,.609,-.49593701127224,TRUE,21
L5,lexdec,nonword,low,high,5,dzeam,1.171,.15785808461558,TRUE,21
L5,lexdec,nonword,low,high,6,glzzed,.594,-.520875959619492,TRUE,21
L5,lexdec,word,low,high,4,film,1.344,.295650242100958,TRUE,21
L5,lexdec,word,low,high,4,evil,4.266,1.45067662004916,TRUE,21
L5,lexdec,word,low,high,4,golf,2.016,.701115350209122,TRUE,21
L5,lexdec,word,low,high,5,claim,.953,-.048140375327935,TRUE,21
L5,lexdec,word,low,high,5,tools,.437,-.827822083886547,TRUE,21
L5,lexdec,word,low,high,6,engine,2.266,.818016162605815,TRUE,21
L5,lexdec,word,low,high,6,belong,1.844,.611937125134402,TRUE,21
L5,lexdec,word,low,high,6,lifted,1.5,.405465108108164,TRUE,21
L5,lexdec,word,low,high,4,unit,1.953,.669366651894542,TRUE,21
L5,lexdec,word,low,high,4,knee,.937,-.0650719967437148,TRUE,21
L5,lexdec,word,low,high,5,image,.969,-.0314906670913708,TRUE,21
L5,lexdec,word,low,high,5,queen,1.922,.653366310548101,TRUE,21
L5,lexdec,word,low,high,6,dreams,1.063,.0610950993598108,TRUE,21
L5,lexdec,word,low,high,6,handed,1.219,.198030850499135,TRUE,21
L5,lexdec,word,low,high,6,remain,.984,-.0161293819298836,TRUE,21
L5,lexdec,word,low,high,4,plus,1.062,.0601539228197471,TRUE,21
L5,lexdec,word,low,high,4,iron,1.359,.306749135169007,TRUE,21
L5,lexdec,word,low,high,5,liked,1.219,.198030850499135,TRUE,21
L5,lexdec,word,low,high,5,towns,1.75,.559615787935423,TRUE,21
L5,lexdec,word,low,high,5,dance,1.953,.669366651894542,TRUE,21
L5,lexdec,word,low,high,6,cattle,1.032,.031498667059371,TRUE,21
L5,lexdec,word,low,high,6,rolled,1.047,.0459289318883997,TRUE,21
L5,lexdec,word,low,high,4,glad,.656,-.421594490038048,TRUE,21
L5,lexdec,word,low,high,4,duty,.782,-.245900538436826,TRUE,21
L5,lexdec,word,low,high,5,march,.765,-.267879445155601,TRUE,21
L5,lexdec,word,low,high,5,yards,.969,-.0314906670913708,TRUE,21
L5,lexdec,word,low,high,5,limit,.891,-.115410851511328,TRUE,21
L5,lexdec,word,low,high,6,proved,.812,-.208254938820459,TRUE,21
L5,lexdec,word,low,high,6,smiled,.719,-.32989392126109,TRUE,21
L5,lexdec,word,low,high,4,acts,.891,-.115410851511328,TRUE,21
L5,lexdec,word,low,high,4,sign,.609,-.49593701127224,TRUE,21
L5,lexdec,word,low,high,4,onto,1.125,.117783035656383,TRUE,21
L5,lexdec,word,low,high,5,block,.578,-.54818141030976,TRUE,21
L5,lexdec,word,low,high,5,facts,1.609,.475612868010246,TRUE,21
L5,lexdec,word,low,high,6,latest,.625,-.470003629245736,TRUE,21
L5,lexdec,word,low,high,6,motion,.625,-.470003629245736,TRUE,21
L5,lexdec,nonword,low,low,4,ufts,1.329,.284426779731108,TRUE,21
L5,lexdec,nonword,low,low,4,deke,1.406,.340748793388473,TRUE,21
L5,lexdec,nonword,low,low,4,nege,2.438,.89117803105908,TRUE,21
L5,lexdec,nonword,low,low,5,gwern,1.718,.541160823562064,TRUE,21
L5,lexdec,nonword,low,low,5,slefs,2.391,.871711688476188,TRUE,21
L5,lexdec,nonword,low,low,6,bounge,2.109,.746213901496638,TRUE,21
L5,lexdec,nonword,low,low,6,blorgs,1.609,.475612868010246,TRUE,21
L5,lexdec,nonword,low,low,4,vabb,1.203,.184818436992542,TRUE,21
L5,lexdec,nonword,low,low,4,pryp,2.656,.976821231614187,TRUE,21
L5,lexdec,nonword,low,low,5,scaig,1.047,.0459289318883997,TRUE,21
L5,lexdec,nonword,low,low,5,dwice,1.547,.436317571590929,TRUE,21
L5,lexdec,nonword,low,low,5,thaik,1.578,.456158222423683,TRUE,21
L5,lexdec,nonword,low,low,6,skeech,1.313,.272314595320659,TRUE,21
L5,lexdec,nonword,low,low,6,glabed,1.172,.158711691154821,TRUE,21
L5,lexdec,nonword,low,low,4,dwek,1.125,.117783035656383,TRUE,21
L5,lexdec,nonword,low,low,4,veut,1.156,.144965770250186,TRUE,21
L5,lexdec,nonword,low,low,5,grieg,1.844,.611937125134402,TRUE,21
L5,lexdec,nonword,low,low,6,drownt,.937,-.0650719967437148,TRUE,21
L5,lexdec,nonword,low,low,6,weiths,1.5,.405465108108164,TRUE,21
L5,lexdec,nonword,low,low,6,slaund,.906,-.0987159729391577,TRUE,21
L5,lexdec,nonword,low,low,4,zarc,.89,-.116533816255952,TRUE,21
L5,lexdec,nonword,low,low,4,myde,1.281,.247641022914597,TRUE,21
L5,lexdec,nonword,low,low,4,dwur,.703,-.352398387171472,TRUE,21
L5,lexdec,nonword,low,low,5,scanx,.75,-.287682072451781,TRUE,21
L5,lexdec,nonword,low,low,5,teene,1.172,.158711691154821,TRUE,21
L5,lexdec,nonword,low,low,6,lothed,.813,-.207024169434327,TRUE,21
L5,lexdec,nonword,low,low,4,zyts,.593,-.522560879984412,TRUE,21
L5,lexdec,nonword,low,low,4,gief,.641,-.444725822061467,TRUE,21
L5,lexdec,nonword,low,low,4,truv,.75,-.287682072451781,TRUE,21
L5,lexdec,nonword,low,low,5,shond,.703,-.352398387171472,TRUE,21
L5,lexdec,nonword,low,low,5,pryts,.578,-.54818141030976,TRUE,21
L5,lexdec,nonword,low,low,6,mowlds,1.063,.0610950993598108,TRUE,21
L5,lexdec,nonword,low,low,6,cruled,1.203,.184818436992542,TRUE,21
L5,lexdec,nonword,low,low,6,yolbed,.843,-.170788320980282,TRUE,21
L5,lexdec,word,low,low,4,afar,3.125,1.13943428318836,TRUE,21
L5,lexdec,word,low,low,4,wolf,1.625,.485507815781701,TRUE,21
L5,lexdec,word,low,low,5,joins,1.281,.247641022914597,TRUE,21
L5,lexdec,word,low,low,5,discs,2.172,.775648402071689,TRUE,21
L5,lexdec,word,low,low,5,lions,1.469,.38458189719174,TRUE,21
L5,lexdec,word,low,low,6,hinted,1.453,.373630384588146,TRUE,21
L5,lexdec,word,low,low,4,defy,3.032,1.10922246778013,TRUE,21
L5,lexdec,word,low,low,5,ounce,4.781,1.56464972964397,TRUE,21
L5,lexdec,word,low,low,5,roast,.844,-.16960278438618,TRUE,21
L5,lexdec,word,low,low,6,inform,1.063,.0610950993598108,TRUE,21
L5,lexdec,word,low,low,6,pearls,1.078,.0751074724868055,TRUE,21
L5,lexdec,word,low,low,6,flexed,1.032,.031498667059371,TRUE,21
L5,lexdec,word,low,low,4,mesh,1.282,.248421358498478,TRUE,21
L5,lexdec,word,low,low,4,putt,1.219,.198030850499135,TRUE,21
L5,lexdec,word,low,low,4,itch,1.313,.272314595320659,TRUE,21
L5,lexdec,word,low,low,5,cured,.968,-.0325231917055601,TRUE,21
L5,lexdec,word,low,low,5,baton,1.5,.405465108108164,TRUE,21
L5,lexdec,word,low,low,6,relied,.969,-.0314906670913708,TRUE,21
L5,lexdec,word,low,low,6,undone,2.203,.789820067820206,TRUE,21
L5,lexdec,word,low,low,4,blur,1.906,.64500680523201,TRUE,21
L5,lexdec,word,low,low,4,hazy,.969,-.0314906670913708,TRUE,21
L5,lexdec,word,low,low,5,hosts,2,.693147180559945,TRUE,21
L5,lexdec,word,low,low,6,wedged,.86,-.150822889734584,TRUE,21
L5,lexdec,word,low,low,6,risked,.64,-.446287102628419,TRUE,21
L5,lexdec,word,low,low,6,glazed,1.328,.283674051054242,TRUE,21
L5,lexdec,word,low,low,4,glee,1.032,.031498667059371,TRUE,21
L5,lexdec,word,low,low,4,dual,.656,-.421594490038048,TRUE,21
L5,lexdec,word,low,low,4,isle,1.265,.235072122179483,TRUE,21
L5,lexdec,word,low,low,5,hymns,.968,-.0325231917055601,TRUE,21
L5,lexdec,word,low,low,6,darted,.578,-.54818141030976,TRUE,21
L5,lexdec,word,low,low,6,melted,2.672,.982827255674399,TRUE,21
L6,lexdec,nonword,high,high,4,uows,.719,-.32989392126109,TRUE,22
L6,lexdec,nonword,high,high,4,xage,.5,-.693147180559945,TRUE,22
L6,lexdec,nonword,high,high,4,haie,.703,-.352398387171472,TRUE,22
L6,lexdec,nonword,high,high,5,taies,.875,-.133531392624523,TRUE,22
L6,lexdec,nonword,high,high,5,clajs,1,0,TRUE,22
L6,lexdec,nonword,high,high,6,seaqed,.781,-.247180129142451,TRUE,22
L6,lexdec,nonword,high,high,6,eoomed,1.14,.131028262406404,TRUE,22
L6,lexdec,nonword,high,high,4,aung,.531,-.632993257740198,TRUE,22
L6,lexdec,nonword,high,high,4,diae,.547,-.603306476560156,TRUE,22
L6,lexdec,nonword,high,high,5,uands,.594,-.520875959619492,TRUE,22
L6,lexdec,nonword,high,high,5,oines,.844,-.16960278438618,TRUE,22
L6,lexdec,nonword,high,high,6,qobbed,.75,-.287682072451781,TRUE,22
L6,lexdec,nonword,high,high,6,leaoed,.578,-.54818141030976,TRUE,22
L6,lexdec,nonword,high,high,6,uilled,.906,-.0987159729391577,TRUE,22
L6,lexdec,nonword,high,high,4,iout,.828,-.188742124596877,TRUE,22
L6,lexdec,nonword,high,high,4,sanh,.531,-.632993257740198,TRUE,22
L6,lexdec,nonword,high,high,4,uans,1.203,.184818436992542,TRUE,22
L6,lexdec,nonword,high,high,5,wiwes,1.187,.171429115627531,TRUE,22
L6,lexdec,nonword,high,high,5,aeals,.703,-.352398387171472,TRUE,22
L6,lexdec,nonword,high,high,6,grajes,.469,-.757152510535858,TRUE,22
L6,lexdec,nonword,high,high,6,iagged,.672,-.397496938458987,TRUE,22
L6,lexdec,nonword,high,high,4,aown,.547,-.603306476560156,TRUE,22
L6,lexdec,nonword,high,high,4,uabs,.484,-.725670372265505,TRUE,22
L6,lexdec,nonword,high,high,5,iound,.594,-.520875959619492,TRUE,22
L6,lexdec,nonword,high,high,5,iared,.516,-.661648513500574,TRUE,22
L6,lexdec,nonword,high,high,6,sjares,.485,-.723606388044654,TRUE,22
L6,lexdec,nonword,high,high,6,aettle,.625,-.470003629245736,TRUE,22
L6,lexdec,nonword,high,high,6,oarrow,.703,-.352398387171472,TRUE,22
L6,lexdec,nonword,high,high,4,daie,.438,-.825536368605691,TRUE,22
L6,lexdec,nonword,high,high,4,sanm,.485,-.723606388044654,TRUE,22
L6,lexdec,nonword,high,high,5,mioes,.609,-.49593701127224,TRUE,22
L6,lexdec,nonword,high,high,5,shaoe,.562,-.576253429088446,TRUE,22
L6,lexdec,nonword,high,high,5,caoed,.484,-.725670372265505,TRUE,22
L6,lexdec,nonword,high,high,6,szores,.516,-.661648513500574,TRUE,22
L6,lexdec,nonword,high,high,6,stajed,.969,-.0314906670913708,TRUE,22
L6,lexdec,word,high,high,4,post,.875,-.133531392624523,TRUE,22
L6,lexdec,word,high,high,4,milk,.641,-.444725822061467,TRUE,22
L6,lexdec,word,high,high,4,fill,.906,-.0987159729391577,TRUE,22
L6,lexdec,word,high,high,5,moves,.688,-.373966441048793,TRUE,22
L6,lexdec,word,high,high,5,forms,.672,-.397496938458987,TRUE,22
L6,lexdec,word,high,high,6,failed,.672,-.397496938458987,TRUE,22
L6,lexdec,word,high,high,6,packed,.797,-.226900600191922,TRUE,22
L6,lexdec,word,high,high,6,locked,.906,-.0987159729391577,TRUE,22
L6,lexdec,word,high,high,4,note,.718,-.331285709933913,TRUE,22
L6,lexdec,word,high,high,4,test,.75,-.287682072451781,TRUE,22
L6,lexdec,word,high,high,4,boat,.703,-.352398387171472,TRUE,22
L6,lexdec,word,high,high,5,hills,.641,-.444725822061467,TRUE,22
L6,lexdec,word,high,high,5,sales,.735,-.3078847797693,TRUE,22
L6,lexdec,word,high,high,5,loved,.656,-.421594490038048,TRUE,22
L6,lexdec,word,high,high,6,leader,.656,-.421594490038048,TRUE,22
L6,lexdec,word,high,high,6,finger,.703,-.352398387171472,TRUE,22
L6,lexdec,word,high,high,4,sold,.766,-.266573109241546,TRUE,22
L6,lexdec,word,high,high,4,yard,.719,-.32989392126109,TRUE,22
L6,lexdec,word,high,high,5,faced,.937,-.0650719967437148,TRUE,22
L6,lexdec,word,high,high,5,waves,.687,-.375420986759788,TRUE,22
L6,lexdec,word,high,high,5,grown,.797,-.226900600191922,TRUE,22
L6,lexdec,word,high,high,6,washed,.828,-.188742124596877,TRUE,22
L6,lexdec,word,high,high,6,bitter,.969,-.0314906670913708,TRUE,22
L6,lexdec,word,high,high,4,tour,1.312,.271552690521897,TRUE,22
L6,lexdec,word,high,high,4,park,.64,-.446287102628419,TRUE,22
L6,lexdec,word,high,high,5,beach,.75,-.287682072451781,TRUE,22
L6,lexdec,word,high,high,5,homes,1.063,.0610950993598108,TRUE,22
L6,lexdec,word,high,high,6,waited,.828,-.188742124596877,TRUE,22
L6,lexdec,word,high,high,6,leaned,.719,-.32989392126109,TRUE,22
L6,lexdec,word,high,high,6,master,.672,-.397496938458987,TRUE,22
L6,lexdec,word,high,high,4,mark,.546,-.605136303237232,TRUE,22
L6,lexdec,word,high,high,4,safe,.547,-.603306476560156,TRUE,22
L6,lexdec,word,high,high,5,games,.953,-.048140375327935,TRUE,22
L6,lexdec,word,high,high,5,river,.578,-.54818141030976,TRUE,22
L6,lexdec,word,high,high,5,track,.532,-.631111789640493,TRUE,22
L6,lexdec,word,high,high,6,missed,1.75,.559615787935423,TRUE,22
L6,lexdec,word,high,high,6,stared,.953,-.048140375327935,TRUE,22
L6,lexdec,nonword,high,low,4,doon,1.953,.669366651894542,TRUE,22
L6,lexdec,nonword,high,low,4,toop,.828,-.188742124596877,TRUE,22
L6,lexdec,nonword,high,low,5,vobes,.75,-.287682072451781,TRUE,22
L6,lexdec,nonword,high,low,5,stams,1.094,.0898407039997895,TRUE,22
L6,lexdec,nonword,high,low,5,hiped,1,0,TRUE,22
L6,lexdec,nonword,high,low,6,blaced,.922,-.0812100554255432,TRUE,22
L6,lexdec,nonword,high,low,4,looc,.812,-.208254938820459,TRUE,22
L6,lexdec,nonword,high,low,4,baln,.718,-.331285709933913,TRUE,22
L6,lexdec,nonword,high,low,5,wimed,.766,-.266573109241546,TRUE,22
L6,lexdec,nonword,high,low,5,keeks,.625,-.470003629245736,TRUE,22
L6,lexdec,nonword,high,low,5,feeks,.625,-.470003629245736,TRUE,22
L6,lexdec,nonword,high,low,6,roiled,.625,-.470003629245736,TRUE,22
L6,lexdec,nonword,high,low,6,crames,.891,-.115410851511328,TRUE,22
L6,lexdec,nonword,high,low,4,stim,.75,-.287682072451781,TRUE,22
L6,lexdec,nonword,high,low,4,fims,.797,-.226900600191922,TRUE,22
L6,lexdec,nonword,high,low,4,bims,.579,-.546452801409142,TRUE,22
L6,lexdec,nonword,high,low,5,talts,.828,-.188742124596877,TRUE,22
L6,lexdec,nonword,high,low,5,solts,.593,-.522560879984412,TRUE,22
L6,lexdec,nonword,high,low,5,speep,.782,-.245900538436826,TRUE,22
L6,lexdec,nonword,high,low,6,treaks,.891,-.115410851511328,TRUE,22
L6,lexdec,nonword,high,low,6,snocks,.75,-.287682072451781,TRUE,22
L6,lexdec,nonword,high,low,4,fler,.797,-.226900600191922,TRUE,22
L6,lexdec,nonword,high,low,4,plap,.719,-.32989392126109,TRUE,22
L6,lexdec,nonword,high,low,4,bups,.656,-.421594490038048,TRUE,22
L6,lexdec,nonword,high,low,5,geams,1.25,.22314355131421,TRUE,22
L6,lexdec,nonword,high,low,5,rairs,.657,-.420071260497527,TRUE,22
L6,lexdec,nonword,high,low,5,frain,1.797,.586118607801422,TRUE,22
L6,lexdec,nonword,high,low,6,looned,.688,-.373966441048793,TRUE,22
L6,lexdec,nonword,high,low,6,vocked,.703,-.352398387171472,TRUE,22
L6,lexdec,nonword,high,low,4,thap,.594,-.520875959619492,TRUE,22
L6,lexdec,nonword,high,low,4,waip,1.906,.64500680523201,TRUE,22
L6,lexdec,nonword,high,low,4,gark,.546,-.605136303237232,TRUE,22
L6,lexdec,nonword,high,low,5,saged,.594,-.520875959619492,TRUE,22
L6,lexdec,nonword,high,low,5,snall,.781,-.247180129142451,TRUE,22
L6,lexdec,nonword,high,low,5,steek,.547,-.603306476560156,TRUE,22
L6,lexdec,nonword,high,low,6,ginged,.766,-.266573109241546,TRUE,22
L6,lexdec,nonword,high,low,6,sulled,.672,-.397496938458987,TRUE,22
L6,lexdec,word,high,low,4,cove,.812,-.208254938820459,TRUE,22
L6,lexdec,word,high,low,4,wail,.609,-.49593701127224,TRUE,22
L6,lexdec,word,high,low,5,latch,.719,-.32989392126109,TRUE,22
L6,lexdec,word,high,low,5,stark,.688,-.373966441048793,TRUE,22
L6,lexdec,word,high,low,6,potted,.953,-.048140375327935,TRUE,22
L6,lexdec,word,high,low,6,fender,.719,-.32989392126109,TRUE,22
L6,lexdec,word,high,low,6,raving,.641,-.444725822061467,TRUE,22
L6,lexdec,word,high,low,4,reed,.547,-.603306476560156,TRUE,22
L6,lexdec,word,high,low,4,tilt,.672,-.397496938458987,TRUE,22
L6,lexdec,word,high,low,5,rover,.625,-.470003629245736,TRUE,22
L6,lexdec,word,high,low,5,liner,.781,-.247180129142451,TRUE,22
L6,lexdec,word,high,low,6,ragged,.625,-.470003629245736,TRUE,22
L6,lexdec,word,high,low,6,jailed,1.547,.436317571590929,TRUE,22
L6,lexdec,word,high,low,6,wailed,.953,-.048140375327935,TRUE,22
L6,lexdec,word,high,low,4,leak,.719,-.32989392126109,TRUE,22
L6,lexdec,word,high,low,5,wakes,1.062,.0601539228197471,TRUE,22
L6,lexdec,word,high,low,6,soared,.89,-.116533816255952,TRUE,22
L6,lexdec,word,high,low,6,spared,1.172,.158711691154821,TRUE,22
L6,lexdec,word,high,low,6,paving,1.656,.504405055963068,TRUE,22
L6,lexdec,word,high,low,4,mend,.766,-.266573109241546,TRUE,22
L6,lexdec,word,high,low,4,flaw,.578,-.54818141030976,TRUE,22
L6,lexdec,word,high,low,4,melt,.688,-.373966441048793,TRUE,22
L6,lexdec,word,high,low,5,stale,.64,-.446287102628419,TRUE,22
L6,lexdec,word,high,low,5,bully,1.781,.577175004307525,TRUE,22
L6,lexdec,word,high,low,6,rocket,.547,-.603306476560156,TRUE,22
L6,lexdec,word,high,low,6,jagged,.719,-.32989392126109,TRUE,22
L6,lexdec,word,high,low,6,washes,.672,-.397496938458987,TRUE,22
L6,lexdec,word,high,low,4,yell,.563,-.574475650842447,TRUE,22
L6,lexdec,word,high,low,4,zeal,.828,-.188742124596877,TRUE,22
L6,lexdec,word,high,low,5,vines,.844,-.16960278438618,TRUE,22
L6,lexdec,word,high,low,5,waded,.594,-.520875959619492,TRUE,22
L6,lexdec,word,high,low,6,tipped,.578,-.54818141030976,TRUE,22
L6,lexdec,nonword,low,high,4,seqp,.532,-.631111789640493,TRUE,22
L6,lexdec,nonword,low,high,4,plau,.625,-.470003629245736,TRUE,22
L6,lexdec,nonword,low,high,4,zoae,.735,-.3078847797693,TRUE,22
L6,lexdec,nonword,low,high,5,iogue,.625,-.470003629245736,TRUE,22
L6,lexdec,nonword,low,high,5,tyded,.765,-.267879445155601,TRUE,22
L6,lexdec,nonword,low,high,6,knenge,.625,-.470003629245736,TRUE,22
L6,lexdec,nonword,low,high,6,flepts,.766,-.266573109241546,TRUE,22
L6,lexdec,nonword,low,high,6,jridge,.688,-.373966441048793,TRUE,22
L6,lexdec,nonword,low,high,4,aerd,.453,-.791863153499103,TRUE,22
L6,lexdec,nonword,low,high,4,wlus,.719,-.32989392126109,TRUE,22
L6,lexdec,nonword,low,high,5,joljs,.484,-.725670372265505,TRUE,22
L6,lexdec,nonword,low,high,5,ayped,.828,-.188742124596877,TRUE,22
L6,lexdec,nonword,low,high,5,yarzs,.547,-.603306476560156,TRUE,22
L6,lexdec,nonword,low,high,6,luxged,.672,-.397496938458987,TRUE,22
L6,lexdec,nonword,low,high,6,mhurch,.719,-.32989392126109,TRUE,22
L6,lexdec,nonword,low,high,4,zryf,.61,-.49429632181478,TRUE,22
L6,lexdec,nonword,low,high,4,cruo,.719,-.32989392126109,TRUE,22
L6,lexdec,nonword,low,high,5,rogts,.86,-.150822889734584,TRUE,22
L6,lexdec,nonword,low,high,5,mowzd,.875,-.133531392624523,TRUE,22
L6,lexdec,nonword,low,high,5,yleak,.453,-.791863153499103,TRUE,22
L6,lexdec,nonword,low,high,6,yurtwh,.843,-.170788320980282,TRUE,22
L6,lexdec,nonword,low,high,4,zonx,.516,-.661648513500574,TRUE,22
L6,lexdec,nonword,low,high,4,oxbs,.656,-.421594490038048,TRUE,22
L6,lexdec,nonword,low,high,5,pikts,.672,-.397496938458987,TRUE,22
L6,lexdec,nonword,low,high,5,dyxes,.687,-.375420986759788,TRUE,22
L6,lexdec,nonword,low,high,5,pjach,.579,-.546452801409142,TRUE,22
L6,lexdec,nonword,low,high,6,eulged,.5,-.693147180559945,TRUE,22
L6,lexdec,nonword,low,high,6,vrites,.687,-.375420986759788,TRUE,22
L6,lexdec,nonword,low,high,6,uifths,.672,-.397496938458987,TRUE,22
L6,lexdec,nonword,low,high,4,dwrm,.546,-.605136303237232,TRUE,22
L6,lexdec,nonword,low,high,5,dzeam,1.234,.210260925483196,TRUE,22
L6,lexdec,nonword,low,high,5,drous,.719,-.32989392126109,TRUE,22
L6,lexdec,nonword,low,high,5,snohd,.547,-.603306476560156,TRUE,22
L6,lexdec,nonword,low,high,6,glzzed,.516,-.661648513500574,TRUE,22
L6,lexdec,nonword,low,high,6,talwed,.984,-.0161293819298836,TRUE,22
L6,lexdec,word,low,high,4,drew,.547,-.603306476560156,TRUE,22
L6,lexdec,word,low,high,4,film,.656,-.421594490038048,TRUE,22
L6,lexdec,word,low,high,4,tree,.578,-.54818141030976,TRUE,22
L6,lexdec,word,low,high,5,claim,.906,-.0987159729391577,TRUE,22
L6,lexdec,word,low,high,5,steel,.672,-.397496938458987,TRUE,22
L6,lexdec,word,low,high,6,lifted,.656,-.421594490038048,TRUE,22
L6,lexdec,word,low,high,6,engine,.703,-.352398387171472,TRUE,22
L6,lexdec,word,low,high,6,belong,.687,-.375420986759788,TRUE,22
L6,lexdec,word,low,high,4,eggs,.562,-.576253429088446,TRUE,22
L6,lexdec,word,low,high,4,edge,1.047,.0459289318883997,TRUE,22
L6,lexdec,word,low,high,4,term,.828,-.188742124596877,TRUE,22
L6,lexdec,word,low,high,5,queen,.703,-.352398387171472,TRUE,22
L6,lexdec,word,low,high,5,image,1.203,.184818436992542,TRUE,22
L6,lexdec,word,low,high,5,serve,.578,-.54818141030976,TRUE,22
L6,lexdec,word,low,high,6,tongue,.704,-.350976922824095,TRUE,22
L6,lexdec,word,low,high,6,handed,.563,-.574475650842447,TRUE,22
L6,lexdec,word,low,high,4,desk,.797,-.226900600191922,TRUE,22
L6,lexdec,word,low,high,4,drop,.703,-.352398387171472,TRUE,22
L6,lexdec,word,low,high,5,dance,.672,-.397496938458987,TRUE,22
L6,lexdec,word,low,high,5,liked,.719,-.32989392126109,TRUE,22
L6,lexdec,word,low,high,5,towns,2.828,1.03956974803433,TRUE,22
L6,lexdec,word,low,high,6,rolled,1.14,.131028262406404,TRUE,22
